gene_name	Chromosome	seqnames	Cell Type	LSK- WT rep1 (FPKM)	LSK- XistΔ/Δ rep1 (FPK	LSK- WT rep2 (FPKM)	LSK- XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Srebf1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	33.76882122	40.15228506	37.85909161	48.58004258	1.189034251	1.283180354	1.236107303
Mybbp1a	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	111.570787	131.542669	84.58372917	134.2645342	1.179006374	1.587356522	1.383181448
Dph1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	17.06838672	18.55736138	20.34171672	22.54691703	1.087235817	1.108407778	1.097821797
Git1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	30.05226516	36.54152656	21.55069289	30.34404055	1.215932522	1.408030855	1.311981689
Eral1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	31.99866039	33.04803795	36.31821074	39.28065967	1.032794422	1.081569242	1.057181832
Slfn9	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	6.943775691	7.592190432	2.252944141	6.073589784	1.093380715	2.695845704	1.89461321
Slfn2	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	4.596346037	14.46540386	2.175318662	5.581113377	3.147152922	2.565653242	2.856403082
Ddx52	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	21.0216231	21.53500357	21.51203901	25.32009635	1.024421543	1.177019823	1.100720683
Trim25	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	10.85676641	14.60639444	10.97164001	13.94636938	1.345372452	1.271128962	1.308250707
Eme1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	15.71237632	15.75085274	9.51161369	14.7161881	1.002448797	1.547181013	1.274814905
Med24	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	44.22702821	50.40602719	37.31477724	49.87655951	1.139710924	1.336643635	1.23817728
Dhx58	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	6.563705312	14.79341085	7.132500288	13.44676145	2.253820082	1.885280183	2.069550133
Fam134c	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	9.735684373	10.86425583	9.455930651	11.83933655	1.115921122	1.25205408	1.183987601
Aoc2	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	2.177676091	2.471363694	0.991742483	3.324287094	1.13486285	3.351966011	2.24341443
Rpl27	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	10.88390402	15.36994958	14.52554622	17.51785698	1.412172466	1.206003321	1.309087893
Ifi35	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	37.33678985	57.26148518	48.49857834	61.53229354	1.533647788	1.268744274	1.401196031
Brca1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	7.784415383	8.692166584	4.205397144	5.370220689	1.116611352	1.276983007	1.196797179
Nmt1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	63.06660892	78.14667611	55.51518236	71.56975678	1.239113335	1.289192501	1.264152918
Ftsj3	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	65.25805682	81.13411708	67.27426317	83.52403217	1.243281229	1.241545106	1.242413167
Prpsap1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	86.07982242	87.4699974	95.92249939	97.94293791	1.016149836	1.021063239	1.018606537
44448	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	55.86292052	64.55468847	52.00839049	53.55613484	1.155591005	1.029759512	1.092675259
Lgals3bp	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	57.95388374	110.1786173	135.0568592	176.5352793	1.901142946	1.307118204	1.604130575
Stra13	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	178.2053697	188.3441908	188.2094164	189.2713303	1.056894027	1.005642194	1.03126811
Rrm2	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	148.5633217	154.8994682	147.578727	175.4521508	1.042649467	1.188871556	1.115760511
Nampt	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	15.64127173	18.51757368	15.98508544	18.84473098	1.183891822	1.178894605	1.181393213
Pole2	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	25.53851786	28.1724197	29.42377673	29.57965341	1.103134483	1.005297643	1.054216063
Rhoj	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	1.98532825	3.366038581	1.021529241	2.406858431	1.69545695	2.356132683	2.025794817
Cipc	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	15.31727226	17.63533541	15.21070128	15.78367792	1.151336551	1.037669311	1.094502931
Psmc1	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	97.83011349	111.6839101	100.2726153	118.9302281	1.141610759	1.186068875	1.163839817
Ddx24	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	64.64905148	84.25703861	65.95920477	86.94061446	1.303298914	1.318096765	1.31069784
Ifi27l2a	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	1.542313687	13.62991621	2.191291454	5.533729333	8.837317802	2.525327849	5.681322826
Ifi27	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	42.587087	117.5824744	81.28846011	120.9563978	2.760988898	1.487989779	2.124489339
Serpina3f	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	0.446024995	1.547868303	0.523057488	3.516487445	3.470362242	6.72294638	5.096654311
Setd3	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	17.50520476	18.25842031	17.68384648	19.26409671	1.043028091	1.089361228	1.066194659
Akt1	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	165.1973071	198.3163418	174.3733793	183.7071217	1.200481686	1.053527336	1.127004511
Ripk1	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	23.47228097	27.74925129	17.54923119	21.68020328	1.182213664	1.235393337	1.208803501
Iars	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	37.56552469	40.55214311	33.57135875	39.58241146	1.079504238	1.179053006	1.129278622
Ubqln1	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	71.61762031	83.77800952	66.69888193	79.60110152	1.169796052	1.193439818	1.181617935
Ap3b1	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	33.67453052	35.65065544	32.9786731	33.63619716	1.058683073	1.019937857	1.039310465
Skiv2l2	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	40.26706008	40.80189046	39.63116845	43.98809434	1.013282082	1.109936852	1.061609467
Ero1l	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	23.95017886	30.70646068	14.23223295	16.22583003	1.282097343	1.140076198	1.21108677
Dlgap5	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	25.46765175	27.04062586	11.43072712	22.54033421	1.06176361	1.971907297	1.516835453
Exoc5	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	15.27309316	16.34100687	17.53608124	17.79457964	1.069921246	1.014740945	1.042331096
Apex1	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	33.40836418	37.46380559	43.33504703	46.53448052	1.121390002	1.073830161	1.097610082
Setdb2	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	9.149676279	9.835445309	8.286312439	10.24656902	1.074950087	1.236565612	1.15575785
Tdrd3	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	8.437763713	8.507441756	6.500923827	7.661139998	1.00825788	1.17846943	1.093363655
Atad2	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	36.73094863	41.39780804	21.84125304	28.78840226	1.127055238	1.318074664	1.222564951
Them6	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	19.51402176	24.20123582	29.15598953	31.76372217	1.240197235	1.089440718	1.164818976
Ly6a	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	2.305691896	4.04290666	1.786548047	4.210171812	1.753446185	2.356595905	2.055021045
Eif3d	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	147.6264061	161.4194477	161.8799879	195.9163625	1.093432077	1.210256839	1.151844458
Gga1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	47.28735454	56.92836478	35.4185627	44.72412308	1.203881362	1.262731169	1.233306265
Gtpbp1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	41.96777805	47.40953727	46.20487181	46.92068291	1.129665173	1.015492113	1.072578643
Rangap1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	94.81729633	103.8238246	74.36330337	90.83644602	1.094988242	1.22152247	1.158255356
Pacsin2	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	38.07048866	44.38208983	32.98805715	44.81517589	1.165787238	1.35852729	1.262157264
Nup50	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	32.2896063	35.79212843	31.69126187	33.03582133	1.108472122	1.04242682	1.075449471
Gtse1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	23.75912044	25.0941938	13.06322533	20.68429672	1.056192036	1.583398907	1.319795472
Twf1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	9.938635385	10.23926144	7.956034939	10.79368539	1.030248222	1.356666414	1.193457318
Prkag1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	50.95264419	60.98589631	70.75228472	72.48841017	1.196913277	1.024538083	1.11072568
Eif4b	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	59.42186105	60.80876499	59.27976412	73.20964312	1.023339961	1.234985399	1.12916268
Zfp740	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	28.39390115	31.48365701	27.20998883	30.41568952	1.108817589	1.117813378	1.113315483
Aaas	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	72.46145981	75.34525399	84.20910309	86.95423172	1.039797627	1.032598953	1.03619829
Nagpa	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	54.7798854	72.80891034	48.62398471	55.64315285	1.32911761	1.144356086	1.236736848
Mcm4	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	96.42893043	110.4870418	107.3000309	113.8807038	1.145787278	1.061329645	1.103558462
Psmd2	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	100.6453771	117.529975	110.0825686	113.9426565	1.167763273	1.035065387	1.10141433
Eif4g1	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	96.03516319	103.629607	55.70956588	102.0004185	1.079079824	1.83093185	1.455005837
Rtp4	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	2.465910751	8.73665381	5.59810331	18.92105864	3.542972431	3.379905226	3.461438829
Rnf168	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	19.35987036	19.40096138	16.14304621	20.62502888	1.002122484	1.277641692	1.139882088
Parp14	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	1.375090688	1.737756278	1.12184817	2.69132291	1.263739398	2.399008157	1.831373778
Dtx3l	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	11.14326636	15.73334248	11.5112897	14.76181265	1.411914781	1.282376956	1.347145869
Parp9	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	8.055150989	11.65058161	8.834195251	15.1549222	1.446351735	1.715484181	1.580917958
Usp25	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	25.67187336	30.25825103	24.60727568	31.1106732	1.178653798	1.264287587	1.221470692
Ezr	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	82.56571605	93.52634127	77.75827998	96.7990256	1.13275032	1.244870972	1.188810646
Traf7	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	46.09491851	53.39952452	44.6664005	53.18297583	1.158468791	1.190670733	1.174569762
Bnip1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	34.75260961	37.96584415	34.46553381	41.22135491	1.092460238	1.196016726	1.144238482
D17Wsu92e	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	13.26634912	15.8879047	20.68318632	26.87302257	1.197609422	1.299268989	1.248439205
Rrp1b	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	28.67072407	31.38989855	23.10011034	28.85113418	1.0948415	1.248960882	1.171901191
H2-K1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	486.682517	756.5777043	624.6503684	957.1735098	1.55456109	1.53233482	1.543447955
Psmb9	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	175.9203771	239.117025	266.7969012	296.1406458	1.359234382	1.109985328	1.234609855
Tap1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	58.95910458	90.93975122	90.73308437	125.7364398	1.542420833	1.385783815	1.464102324
H2-Eb1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	8.684309891	9.186659956	1.30916765	4.121772922	1.057845709	3.148391975	2.103118842
Nelfe	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	62.69312692	67.38000625	64.80768316	66.69368179	1.074759061	1.029101467	1.051930264
Vars	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	152.2296876	167.1186058	164.8541577	169.9835357	1.097805615	1.031114641	1.064460128
Clic1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	297.6819639	324.8243734	323.7854248	341.9979997	1.091179221	1.056248903	1.073714062
H2-D1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	297.9635627	436.6262015	398.1854922	546.0127897	1.46536777	1.371252345	1.418310057
H2-Q4	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	2.990705804	3.375870847	2.38586895	8.192525703	1.128787339	3.433770201	2.28127877
Mdc1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	4.483729591	5.42195824	2.20929228	3.598302583	1.209251836	1.628712785	1.418982311
Uhrf1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	66.20278308	71.09228206	63.86645894	68.57404376	1.073856396	1.073709814	1.073783105
Lonp1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	62.48240105	67.92919583	53.24973127	71.19429802	1.087173263	1.33698887	1.212081066
Ranbp3	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	59.52204392	64.21376908	50.01062789	64.68196805	1.078823321	1.293364446	1.186093883
Mllt1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	37.3780528	42.88877698	26.30707506	39.38410023	1.147432083	1.497091567	1.322261825
Rab12	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	9.951424183	11.68825926	9.934203155	10.70036738	1.174531308	1.077123873	1.12582759
Ehd3	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	4.999418913	6.57377795	4.022922037	7.303922996	1.314908405	1.815576571	1.565242488
Eif2ak2	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	5.801476956	8.155644514	4.019386933	10.68245485	1.405787625	2.657732393	2.031760009
Ercc3	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	13.12842906	15.35347964	12.52249639	14.78307452	1.169483384	1.180521364	1.175002374
Kif20a	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	31.96031116	33.57934162	18.16480162	27.88327538	1.050657531	1.535016785	1.292837158
Hspa9	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	178.3591866	194.1127658	194.9085521	221.5193711	1.088325023	1.136529766	1.112427395
Ythdc2	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	3.158108777	3.381971568	2.666383295	2.878047006	1.070885079	1.079382327	1.075133703
Commd10	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	23.66744042	51.8332658	35.28169496	44.96597479	2.19006639	1.27448454	1.732275465
Snx2	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	41.95719032	47.35611558	38.83408386	47.75825391	1.128676997	1.229802513	1.179239755
Tcof1	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	50.27709154	60.73273104	14.56451097	49.83739542	1.207960309	3.421837885	2.314899097
4930503L19Rik	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	8.125788145	8.465868215	4.929532252	9.365847135	1.041851949	1.899946416	1.470899182
Ska1	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	11.70846449	11.8379116	9.222242683	10.43871037	1.011055857	1.131905842	1.07148085
Mbd1	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	34.2076697	39.56818604	28.99528072	31.96247342	1.156705101	1.102333643	1.129519372
Cndp2	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	39.55607449	47.90843142	46.40769573	46.91450152	1.211152321	1.010920727	1.111036524
Sf3b2	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	160.6647492	170.3916164	126.5007324	156.0192031	1.060541389	1.233346243	1.146943816
Map3k11	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	39.55111833	46.04554703	30.63094948	33.98866096	1.164203415	1.109618263	1.136910839
Fermt3	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	224.0927908	281.0887906	250.3855578	297.3993302	1.254341068	1.187765512	1.22105329
Naa40	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	58.81480796	66.68711735	61.40027101	62.86765706	1.133849105	1.02389869	1.078873897
Ms4a4c	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	2.949893915	4.941468299	1.879288012	2.413170626	1.675134239	1.284087703	1.479610971
Ms4a6b	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	11.91442711	21.17192376	12.08592372	14.02641309	1.776998891	1.160557804	1.468778347
Patl1	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	9.454501134	9.499587728	7.272047512	10.25074391	1.004768797	1.40960904	1.207188918
Osbp	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	36.44401167	42.44750683	31.487643	32.57711672	1.164732006	1.03460004	1.099666023
Ifit2	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	5.739501424	6.876622168	6.39633726	6.788756412	1.198121868	1.061350604	1.129736236
Ifit1	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	0.308827101	1.490989789	0.449067093	3.58948831	4.827911096	7.993211626	6.410561361
Arhgap19	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	20.46059089	24.38623421	13.07302649	14.88153071	1.191863634	1.138338603	1.165101118
Rrp12	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	22.94540977	24.9806841	22.82441021	26.49734115	1.088700718	1.160921177	1.124810947
Pi4k2a	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	16.68342778	16.7788929	14.92884578	17.20695049	1.005722152	1.152597511	1.079159832
Xpnpep1	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	77.76093338	93.89148445	88.89099933	97.86667342	1.207437725	1.100973936	1.15420583
Acsl5	chr19	autosomes	"LSK+, LSK- and Lin- (Common)"	98.42203002	119.8355945	160.6879936	181.8053406	1.217568816	1.131418325	1.17449357
Hspa14	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	29.14304821	31.99100567	32.29660674	32.94700023	1.09772339	1.020138137	1.058930763
Nudt5	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	49.6863277	53.02598377	56.13802146	57.71323215	1.06721479	1.028059605	1.047637197
Man1b1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	23.59760108	26.4349502	20.77462405	21.98222576	1.12023888	1.058128691	1.089183785
Abca2	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	16.16438469	17.16239963	9.224145978	11.54722413	1.061741598	1.251847505	1.156794551
Qsox2	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	9.615131446	11.77914963	10.49245913	10.66448501	1.225063817	1.016395191	1.120729504
Gapvd1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	26.40755328	28.142008	26.79208745	26.80624869	1.065680251	1.00052856	1.033104406
Stom	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	111.7973651	140.9875052	128.1769667	135.3373015	1.261098641	1.055862882	1.158480762
Dennd1a	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	11.43025677	12.82332991	9.152158879	10.40477461	1.121875927	1.136865602	1.129370765
Ifih1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	2.463183707	4.190675983	3.262640456	5.867549551	1.701324985	1.798405197	1.749865091
Ctnnd1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	7.124684376	8.029284752	7.902401556	8.277999128	1.126967081	1.047529548	1.087248314
Ube2l6	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	17.99815062	26.66824701	46.92814079	69.68515361	1.481721515	1.484933186	1.48332735
Psmc3	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	204.4133139	241.659376	228.5391213	236.6277544	1.182209571	1.035392772	1.108801172
Trim44	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	18.7007424	19.10160561	14.13836193	15.53532393	1.021435684	1.098806496	1.06012109
Pdhx	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	24.98862105	27.81203485	26.7164358	29.84055095	1.112987979	1.116936076	1.114962027
Bub1b	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	52.81706384	58.89354308	36.06904826	44.84470172	1.115047653	1.243301498	1.179174575
Knstrn	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	31.90403959	35.45305796	22.25155772	25.23940697	1.111240408	1.134275959	1.122758183
B2m	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	1074.272602	1676.178565	1746.16892	1983.039923	1.560291645	1.135651826	1.347971736
Ncaph	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	42.40024423	43.66002057	29.90668675	38.49087287	1.029711535	1.287032335	1.158371935
Bub1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	21.54615816	21.76291662	13.76054413	15.1922865	1.010060191	1.10404693	1.057053561
Rbck1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	122.9108717	135.687467	141.9608709	150.7326833	1.103950083	1.061790353	1.082870218
Tpx2	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	38.34209241	38.92736247	20.42096284	27.96472538	1.015264427	1.369412676	1.192338551
Mybl2	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	20.0490364	22.40393313	13.10576663	20.82878878	1.117456853	1.589284272	1.353370563
Stau1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	30.89815881	34.32235593	30.44134394	34.64606109	1.110822044	1.138125214	1.124473629
Spata2	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	13.90612453	15.63079364	12.05917959	14.2152914	1.124022268	1.178794237	1.151408253
Aurka	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	64.0543513	70.38256573	47.31891332	49.04595197	1.09879445	1.036497851	1.067646151
Zbp1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	0.275585132	1.49244339	0.566201183	4.8430187	5.415543926	8.55352981	6.984536868
Ctsz	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	307.4439559	396.9903641	242.8335124	243.6027976	1.291260916	1.003167953	1.147214434
Slco4a1	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	25.1537656	34.06614856	15.48999027	20.64256562	1.354316054	1.33263903	1.343477542
Ogfr	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	40.29957161	50.18756557	29.75979752	47.03212754	1.24536226	1.580391382	1.412876821
Gmeb2	chr2	autosomes	"LSK+, LSK- and Lin- (Common)"	7.055507092	8.013591198	6.99083257	7.536188847	1.135792381	1.078010204	1.106901293
Mfn1	chr3	autosomes	"LSK+, LSK- and Lin- (Common)"	9.720078616	11.07180761	10.48713004	13.36739193	1.139065644	1.274647294	1.206856469
Actl6a	chr3	autosomes	"LSK+, LSK- and Lin- (Common)"	102.1360187	106.5235377	127.2011215	138.2352385	1.042957608	1.086745438	1.064851523
Plk4	chr3	autosomes	"LSK+, LSK- and Lin- (Common)"	25.30627634	25.94934236	20.71067949	22.75149238	1.025411325	1.098539157	1.061975241
Exosc8	chr3	autosomes	"LSK+, LSK- and Lin- (Common)"	108.7714838	115.2904404	110.8661105	129.7393417	1.059932589	1.170234448	1.115083519
