gene_name	Chromosome	seqnames	Cell Type	LSK+ WT rep1 (FPKM)	LSK+ XistΔ/Δ rep1 (FPK	LSK+ WT rep2 (FPKM)	LSK+ XistΔ/Δ rep2 (FPK	FoldChange_1	FoldChange_2	FoldChange
Psmd10	chrX	chrX	LSK+	34.50327015	29.68893281	38.04915803	34.69054061	0.860467216	0.911729521	0.886098368
Tsr2	chrX	chrX	LSK+	16.46012222	13.22584834	13.53025228	13.06806661	0.803508514	0.965840573	0.884674543
Hsd17b10	chrX	chrX	LSK+	115.0366732	94.46402348	109.8816107	99.01650574	0.821164424	0.901119897	0.861142161
Ribc1	chrX	chrX	LSK+	3.961979868	2.375180912	3.184068572	3.03560875	0.599493433	0.953374176	0.776433804
Tspyl2	chrX	chrX	LSK+	19.76852889	17.3408684	22.39233287	17.26958073	0.877195693	0.771227403	0.824211548
Rragb	chrX	chrX	LSK+	19.03070884	14.91846928	20.87608081	16.83721736	0.783915586	0.806531528	0.795223557
Spin2c	chrX	chrX	LSK+	1.502463295	0.941954753	2.286390892	1.449537941	0.626940276	0.63398518	0.630462728
Sat1	chrX	chrX	LSK+	22.04368599	18.86680828	30.51173175	21.74668898	0.855882646	0.712732045	0.784307346
A830080D01Rik	chrX	chrX	LSK+	25.2572958	23.32300462	22.62663123	19.92393116	0.923416537	0.880552255	0.901984396
Rai2	chrX	chrX	LSK+	1.596700406	1.260227061	1.996007022	1.686307118	0.789269582	0.844840274	0.817054928
Syap1	chrX	chrX	LSK+	22.20989582	18.39487335	21.90298828	19.25235992	0.828228709	0.878983254	0.853605982
Mospd2	chrX	chrX	LSK+	2.739474452	1.992945341	2.763687025	1.948490766	0.727491851	0.705033077	0.716262464
Trappc2	chrX	chrX	LSK+	5.784313338	4.329487357	4.615081334	4.185820493	0.748487695	0.906987373	0.827737534
Uggt1	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	12.35419573	18.68708481	10.33581911	15.76082296	1.512610389	1.52487411	1.51874225
Stat1	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	30.29561941	56.35763394	38.53053794	53.4617108	1.860256864	1.387515297	1.623886081
Serpine2	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	3.760940396	7.183608219	2.119749744	2.685243335	1.910056386	1.266773751	1.588415068
Trip12	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	5.479613213	5.953687244	6.14368972	6.270539422	1.086515966	1.020647153	1.05358156
Sp100	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	70.32969557	91.29755591	72.92917593	90.82294301	1.298136657	1.245358142	1.271747399
Cab39	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	49.56126126	55.71727958	40.9723513	50.09922088	1.124210284	1.222756793	1.173483538
Hdlbp	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	35.57892293	40.46177131	23.04420807	35.98553993	1.137239916	1.561587181	1.349413548
Ddx18	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	12.40174031	13.85160944	10.07499854	10.88007109	1.116908521	1.079907958	1.09840824
Rab7b	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	1.23802188	2.775519838	0.257590125	2.227059722	2.241898858	8.645749594	5.443824226
Tmcc2	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	10.61610045	10.84501214	10.95099594	12.32573938	1.02156269	1.125535928	1.073549309
Pla2g4a	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	47.10008716	47.50431024	50.67960615	50.85988175	1.008582215	1.003557163	1.006069689
Selp	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	11.30422089	26.83666901	11.43912902	18.24723601	2.374039686	1.595159561	1.984599623
Uck2	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	76.48132844	92.53519402	52.69458538	72.04666532	1.209905684	1.367249876	1.28857778
Pyhin1	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	1.253918918	2.559913971	1.115069865	3.449658474	2.041530703	3.093670255	2.567600479
Ifi203	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	17.78333157	23.82104505	29.14668131	30.40045728	1.339515319	1.04301608	1.191265699
Iars2	chr1	autosomes	"LSK+, LSK- and Lin- (Common)"	33.71606109	35.08268518	26.56065118	30.60722276	1.040533326	1.152352122	1.096442724
Sec63	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	14.38960065	14.52711988	11.88365401	13.67550982	1.009556848	1.150783237	1.080170043
Dna2	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	20.83382592	22.63595355	16.59755863	21.61972663	1.086500081	1.302584742	1.194542412
Cdc34	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	62.64582154	70.86054662	48.90690191	59.22488706	1.131129657	1.210971964	1.17105081
Ptbp1	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	146.7230505	168.1300177	114.5728581	151.8419572	1.145900505	1.32528733	1.235593917
Lmnb2	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	51.5503844	62.70129562	35.7966777	49.66425655	1.216310923	1.387398489	1.301854706
Fzr1	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	94.85428987	105.7893689	85.96184136	103.7970447	1.115282915	1.207478144	1.16138053
Ncln	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	63.99728298	75.38206145	55.14109791	63.66377108	1.177894716	1.15456118	1.166227948
Txnrd1	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	90.93130547	94.80446193	76.22948977	84.93693928	1.042594313	1.114226785	1.078410549
Hsp90b1	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	282.3487401	285.7428029	151.9147271	215.3863948	1.012020818	1.417811155	1.214915987
Tmpo	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	85.84625821	107.0745168	74.4045473	105.1938136	1.247282281	1.413808932	1.330545607
Nup107	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	50.17959455	54.86227003	35.98751599	51.48163807	1.09331832	1.430541582	1.261929951
Mars	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	76.18462799	76.54732368	46.74280636	61.26079525	1.004760746	1.310593009	1.157676878
Pa2g4	chr10	autosomes	"LSK+, LSK- and Lin- (Common)"	78.17220652	83.59521895	53.06292746	67.75491663	1.069372641	1.276878602	1.173125622
Sf3a1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	45.75959529	52.27761623	34.14714893	46.20655956	1.142440529	1.353160103	1.247800316
Ascc2	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	30.1915023	34.64810262	26.70802977	37.09346695	1.147611082	1.388850741	1.268230912
Ykt6	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	32.2447491	38.78425638	30.15171269	38.09153722	1.202808441	1.263329138	1.233068789
Tbrg4	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	18.21746147	18.37737634	13.19463017	15.15421653	1.00877811	1.148513928	1.078646019
Hus1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	6.759707008	8.653611308	6.823086834	8.402631268	1.280175501	1.231499975	1.255837738
Rars	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	65.28258341	71.50332526	53.87326921	66.40968412	1.095289456	1.232701952	1.163995704
Clint1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	109.7532012	120.529608	98.37459823	113.4866967	1.098187631	1.153617893	1.125902762
Irgm1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	51.42766236	70.87706019	66.65498294	77.06660429	1.378189421	1.156201696	1.267195558
Rufy1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	30.69331722	33.94151417	24.49957765	32.65344831	1.105827497	1.332816785	1.219322141
Gm12250	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	14.27964275	28.58519191	17.66887282	28.98661546	2.001814221	1.640546953	1.821180587
Igtp	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	30.79109265	54.24281134	38.11653152	55.60962408	1.761639704	1.458937156	1.61028843
Irgm2	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	8.056912081	14.53653806	14.46076983	15.00419832	1.804231933	1.037579499	1.420905716
Srebf1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	60.44512735	66.4106501	41.94075513	54.33261026	1.098693195	1.295460945	1.19707707
Mybbp1a	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	135.8542515	153.352909	92.60696868	127.9583346	1.128804636	1.381735483	1.25527006
Dph1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	18.14698983	19.42101975	17.39781603	17.67817117	1.070206129	1.016114387	1.043160258
Git1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	53.88005589	59.09592652	47.04976815	50.82282813	1.096805219	1.080192956	1.088499088
Eral1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	29.70585789	34.24354866	33.25462662	36.09879012	1.152754072	1.085526851	1.119140462
Slfn9	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	10.22940028	10.90112691	8.969194209	12.74898661	1.065666276	1.421419395	1.243542836
Slfn2	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	6.834645382	14.52437447	10.4396925	12.0545479	2.125110179	1.154684193	1.639897186
Ddx52	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	25.3953181	28.1438181	22.82765856	26.42172507	1.108228611	1.157443502	1.132836056
Trim25	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	12.34542463	17.94282939	16.11559493	19.5962909	1.453399128	1.215983089	1.334691109
Eme1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	14.21714081	15.29883598	8.719361375	15.26719926	1.076083875	1.750953837	1.413518856
Med24	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	51.07236823	58.97599745	43.28888519	54.96086762	1.154753529	1.269630007	1.212191768
Dhx58	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	21.23460608	32.4222292	24.99278842	41.07186556	1.526858048	1.643348668	1.585103358
Fam134c	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	11.65260945	15.47401661	18.446824	18.87833279	1.327944327	1.023392037	1.175668182
Aoc2	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	1.255856833	1.343861164	1.42043261	2.264184469	1.07007513	1.594010481	1.332042806
Rpl27	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	5.18296783	7.812795032	4.52283226	5.350365637	1.50739794	1.182967957	1.345182948
Ifi35	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	54.13469493	59.3248005	56.49169521	64.96413149	1.095873923	1.149976669	1.122925296
Brca1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	4.358113059	6.73856015	3.823158095	7.252338159	1.546210495	1.896949584	1.72158004
Nmt1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	49.68617188	58.2815088	39.68817792	51.52073243	1.172992537	1.298138013	1.235565275
Ftsj3	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	57.78955335	63.20572286	40.65361206	54.00010288	1.093722294	1.328297786	1.21101004
Prpsap1	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	91.3023038	92.98888573	82.78428438	90.41133809	1.018472501	1.092131662	1.055302082
44448	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	79.23566774	97.47157215	67.50296288	88.6404305	1.230147671	1.313133924	1.271640797
Lgals3bp	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	192.3945038	221.4120261	155.7018053	225.1182668	1.150823031	1.445829522	1.298326277
Stra13	chr11	autosomes	"LSK+, LSK- and Lin- (Common)"	95.89451248	97.15964787	80.50561655	85.90878736	1.01319299	1.067115452	1.040154221
Rrm2	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	70.99764977	75.71286059	55.20039823	66.45053432	1.066413618	1.203805343	1.135109481
Nampt	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	17.9838119	24.45776091	20.48911963	20.76383454	1.359987585	1.013407844	1.186697714
Pole2	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	17.62463342	21.24853282	18.97419584	22.99091086	1.20561559	1.211693558	1.208654574
Rhoj	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	0.883101273	3.314867037	1.780323142	2.476846588	3.75366579	1.391234282	2.572450036
Cipc	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	19.47809344	21.08190939	16.14745654	19.83404768	1.082339473	1.228307854	1.155323663
Psmc1	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	112.1374253	115.573186	89.03689661	107.9451623	1.030638841	1.212364384	1.121501612
Ddx24	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	89.20436927	93.02957305	71.67264796	87.89982875	1.04288135	1.226406882	1.134644116
Ifi27l2a	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	1.315189286	8.144843712	2.446747452	6.340580242	6.192906071	2.591432244	4.392169158
Ifi27	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	81.07926388	193.8796244	87.07367384	195.751179	2.391235627	2.248109795	2.319672711
Serpina3f	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	1.591317643	6.644777277	3.259854263	4.423615931	4.175644822	1.356998066	2.766321444
Setd3	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	22.99111474	26.04501568	21.49681251	23.41335106	1.132829616	1.089154546	1.110992081
Akt1	chr12	autosomes	"LSK+, LSK- and Lin- (Common)"	268.7944108	269.2634416	208.231763	229.2514019	1.001744942	1.10094348	1.051344211
Ripk1	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	28.75774298	31.45218112	26.03663496	31.21483367	1.093694354	1.198881258	1.146287806
Iars	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	34.55678831	38.82077919	22.00802064	30.63504694	1.123390833	1.391994648	1.25769274
Ubqln1	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	76.41297858	85.68065882	63.0114399	76.34476083	1.121284112	1.211601591	1.166442851
Ap3b1	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	49.05044582	49.2406721	49.99431558	53.76498409	1.003878176	1.075421945	1.039650061
Skiv2l2	chr13	autosomes	"LSK+, LSK- and Lin- (Common)"	47.08251142	49.3369785	37.98023153	48.78110909	1.047883323	1.284381562	1.166132442
Ero1l	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	8.071591608	9.133165995	7.168276553	7.443983193	1.131519834	1.038462054	1.084990944
Dlgap5	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	18.0433287	23.44045554	20.99012836	24.18893288	1.299120352	1.152395662	1.225758007
Exoc5	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	13.99305877	16.30995269	14.5751783	14.82243947	1.165574516	1.016964538	1.091269527
Apex1	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	30.50118024	34.39124425	18.27713239	24.82360566	1.127538147	1.358178358	1.242858252
Setdb2	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	7.793908329	8.670798344	7.381410279	8.861568521	1.112509665	1.200525128	1.156517397
Tdrd3	chr14	autosomes	"LSK+, LSK- and Lin- (Common)"	9.937926789	10.27537174	9.813890853	10.31078327	1.033955266	1.050631541	1.042293404
Atad2	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	20.88581905	31.2348009	18.62808763	28.87829659	1.495502801	1.550255569	1.522879185
Them6	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	16.86044807	19.06595501	11.65088615	12.93897494	1.130809509	1.110557152	1.120683331
Ly6a	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	50.27636696	111.837436	67.96304308	102.5457447	2.224453411	1.508845691	1.866649551
Eif3d	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	161.3760523	175.0015058	139.3969503	154.3030797	1.084432933	1.106932967	1.09568295
Gga1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	53.46185553	53.86499547	48.78677994	52.50562322	1.007540702	1.076226455	1.041883579
Gtpbp1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	39.46778383	51.15824628	27.10199246	36.25434111	1.296202657	1.337700214	1.316951436
Rangap1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	69.10539569	72.87346803	40.41322465	64.34252705	1.054526456	1.59211564	1.323321048
Pacsin2	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	51.17121922	51.73931867	37.30269618	43.72517369	1.011101933	1.172171938	1.091636936
Nup50	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	25.47835573	29.63047854	22.08090649	28.28156633	1.162966671	1.280815457	1.221891064
Gtse1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	15.90286035	18.64691961	10.63369151	17.21260296	1.172551302	1.618685566	1.395618434
Twf1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	13.6380127	16.46241227	13.41144846	13.48718335	1.20709759	1.005647033	1.106372312
Prkag1	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	55.95095409	60.63493647	55.04156813	60.27052421	1.083715863	1.095000129	1.089357996
Eif4b	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	68.04262964	79.21536781	63.50057586	74.76214918	1.164202034	1.177346003	1.170774018
Zfp740	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	48.61502232	53.51410921	49.00944868	49.75846766	1.100773108	1.015283155	1.058028131
Aaas	chr15	autosomes	"LSK+, LSK- and Lin- (Common)"	67.66455832	68.14835159	50.21848151	65.79659433	1.007149877	1.310206767	1.158678322
Nagpa	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	33.04756644	37.94465793	31.46679776	34.99532332	1.14818312	1.112134879	1.130158999
Mcm4	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	112.3029821	125.1207198	68.86952776	114.7756349	1.114135328	1.666566313	1.39035082
Psmd2	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	100.8017415	103.1664711	72.18680672	98.41421221	1.023459214	1.363326855	1.193393035
Eif4g1	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	76.14045108	94.27181538	49.52974542	68.93062593	1.238130508	1.3917016	1.314916054
Rtp4	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	26.01795397	55.44260275	41.51694606	67.90780665	2.130936307	1.635664785	1.883300546
Rnf168	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	17.06743639	21.03694513	15.27139832	22.13747081	1.232577913	1.449603393	1.341090653
Parp14	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	1.902577205	3.142595208	2.589551408	3.616246196	1.651756996	1.396475924	1.52411646
Dtx3l	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	14.90199472	27.97810782	19.93125313	27.60654048	1.877474012	1.385088047	1.63128103
Parp9	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	20.86532608	32.79133732	31.05885494	35.99537046	1.571570806	1.15894068	1.365255743
Usp25	chr16	autosomes	"LSK+, LSK- and Lin- (Common)"	33.14417895	34.66987211	32.76147234	34.01734164	1.04603201	1.038333726	1.042182868
Ezr	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	84.49938266	98.82231174	71.3350804	87.97670611	1.169503358	1.233288105	1.201395731
Traf7	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	53.0691023	53.90635775	45.6365294	53.94540952	1.015776703	1.182066433	1.098921568
Bnip1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	31.02122527	31.08406609	25.75640102	30.44100739	1.002025736	1.181881248	1.091953492
D17Wsu92e	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	14.20282603	15.22225948	10.40897765	13.96333578	1.071776803	1.341470436	1.20662362
Rrp1b	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	28.73839954	32.30512185	18.82073038	24.07040067	1.124109984	1.27893021	1.201520097
H2-K1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	1341.759035	1389.891471	1229.156161	1421.816769	1.035872637	1.156742174	1.096307406
Psmb9	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	227.5772334	244.958435	199.2064537	245.3449532	1.076374958	1.23161147	1.153993214
Tap1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	135.9298551	161.6733313	102.2929917	154.553959	1.189387946	1.510894895	1.350141421
H2-Eb1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	14.14420169	20.76308442	16.07042778	19.41532292	1.467957321	1.20813977	1.338048545
Nelfe	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	68.12666416	68.90961131	54.11286614	64.97121374	1.011492521	1.200661106	1.106076814
Vars	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	234.4884278	265.5605457	180.7342775	222.362178	1.13251024	1.230326539	1.181418389
Clic1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	387.5301822	390.6701416	364.4974038	367.7729197	1.00810249	1.00898639	1.00854444
H2-D1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	387.3385664	402.451003	357.2769785	416.3480619	1.039016091	1.165336943	1.102176517
H2-Q4	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	8.933685707	13.61661891	10.68782165	12.29925314	1.524188264	1.150772678	1.337480471
Mdc1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	3.810072049	6.953107565	4.071072429	5.738831053	1.824928105	1.40966076	1.617294432
Uhrf1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	69.50608739	82.44829949	34.42732155	67.21382506	1.18620257	1.952339654	1.569271112
Lonp1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	59.9058521	60.99597491	46.85542364	59.83402967	1.018197267	1.276992609	1.147594938
Ranbp3	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	59.18097066	61.22461458	49.63224945	57.14230169	1.034532112	1.151313961	1.092923037
Mllt1	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	55.45750635	59.2795815	40.82406781	54.49727018	1.068918987	1.334929935	1.201924461
Rab12	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	16.01809847	19.57574477	15.50251981	17.39396429	1.222101662	1.122008841	1.172055252
Ehd3	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	4.417238063	4.728924244	6.179873463	6.749812046	1.070561327	1.09222496	1.081393144
Eif2ak2	chr17	autosomes	"LSK+, LSK- and Lin- (Common)"	10.62226537	14.54234228	9.927435757	15.52580881	1.369043398	1.563929417	1.466486407
Ercc3	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	14.6742681	15.19464721	14.9035191	16.82420978	1.035462014	1.128874977	1.082168496
Kif20a	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	31.85160938	35.08467037	21.57711703	37.08627047	1.10150385	1.718777833	1.410140842
Hspa9	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	176.7151166	188.2463299	125.610126	167.4040014	1.065253123	1.33272696	1.198990041
Ythdc2	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	2.425347106	2.427725693	1.949172629	1.959899386	1.00098072	1.005503236	1.003241978
Commd10	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	40.91129896	66.50384859	30.43517692	63.9543833	1.625561893	2.101331084	1.863446489
Snx2	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	57.35243157	57.45507171	59.53554496	62.2288135	1.001789639	1.045237993	1.023513816
Tcof1	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	76.8334098	82.56073045	44.54014857	70.82046502	1.07454206	1.590036569	1.332289315
4930503L19Rik	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	9.884586083	10.2767349	8.579258117	11.29595488	1.03967276	1.316658705	1.178165733
Ska1	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	6.301612363	7.722166621	6.396794928	6.987266752	1.225427109	1.092307449	1.158867279
Mbd1	chr18	autosomes	"LSK+, LSK- and Lin- (Common)"	34.69488956	41.02531852	36.60222697	40.92684686	1.182459983	1.118151824	1.150305904
