""	"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"transcript_id"	"exon_number"	"exon_id"
"112"	"Cpsf3"	694.462824545828	0.00378573289408597	0.259788092936217	0.0145723880232472	0.988373328079682	0.997982662397007	"chr12"	21286297	21308230	21934	"+"	"refGene"	"transcript"	NA	NA	"Cpsf3"	"NM_001364373"	NA	NA
"113"	"Casq2"	5.17994770397986	3.16180973779808	1.78495308454569	1.77136853913605	0.076499436723762	0.292712073442757	"chr3"	102086415	102146512	60098	"+"	"refGene"	"transcript"	NA	NA	"Casq2"	"NM_001355663"	NA	NA
"114"	"Pidd1"	17.0412473051602	0.11808184185207	0.822316158824703	0.14359664538374	0.885818989799109	0.97914189402387	"chr7"	141438113	141444025	5913	"-"	"refGene"	"transcript"	NA	NA	"Pidd1"	"NM_001360524"	NA	NA
"115"	"Asb4"	12.1946752343661	-2.71212822681515	1.19582727288912	-2.26799328657444	0.0233296158620938	0.121389939749709	"chr6"	5390410	5433021	42612	"+"	"refGene"	"transcript"	NA	NA	"Asb4"	"NM_001355662"	NA	NA
"116"	"Orc4"	23038.9937123167	0.429422379764538	0.200384569462405	2.14299125385053	0.0321138006705985	0.155144812037576	"chr2"	48902826	48950234	47409	"-"	"refGene"	"transcript"	NA	NA	"Orc4"	"NM_001355296"	NA	NA
"117"	"Mapkbp1"	72.0351891066066	-0.217739322233363	0.449072529035397	-0.484864488818911	0.627772473756393	0.903746856686589	"chr2"	119972699	120027403	54705	"+"	"refGene"	"transcript"	NA	NA	"Mapkbp1"	"NM_001355293"	NA	NA
"118"	"Mospd1"	3194.18592472189	-0.023903745101057	0.202949381211953	-0.117781808243568	0.906240544123251	0.982819441301162	"chrX"	53344594	53370559	25966	"-"	"refGene"	"transcript"	NA	NA	"Mospd1"	"NM_001358456"	NA	NA
"119"	"Dclk1"	5794.45947011648	0.00904214123391882	0.202309518063949	0.0446945913392994	0.964350744877857	0.992652162147567	"chr3"	55242364	55539068	296705	"+"	"refGene"	"transcript"	NA	NA	"Dclk1"	"NM_001357466"	NA	NA
"120"	"Gpcpd1"	2155.27322257738	0.250259818206083	0.214602596315843	1.16615466216337	0.24355191940464	0.598357490518196	"chr2"	132529082	132578248	49167	"-"	"refGene"	"transcript"	NA	NA	"Gpcpd1"	"NM_001355648"	NA	NA
"121"	"Sinhcaf"	13062.4184137524	0.563381829693179	0.184804647478509	3.04852630807726	0.00229966776253518	0.0180629488724269	"chr6"	148921059	148944826	23768	"-"	"refGene"	"transcript"	NA	NA	"Sinhcaf"	"NM_001355645"	NA	NA
"122"	"Acbd5"	8021.42363603368	-0.0915475402490119	0.206524869264173	-0.443276107982474	0.657566034952286	0.914490337830695	"chr2"	23069072	23114512	45441	"+"	"refGene"	"transcript"	NA	NA	"Acbd5"	"NM_001355642"	NA	NA
"123"	"Mir7073"	8.68454769061959	-0.194839264145281	1.14697407330824	-0.169872422297483	0.865110469694614	0.974761039854995	"chr8"	95753151	95753214	64	"-"	"refGene"	"transcript"	NA	NA	"Mir7073"	"NR_106041"	NA	NA
"124"	"Myo7a"	2.30899117795579	-0.265490944619317	2.28703427956334	-0.11608524935184	0.907584979085392	0.982995202283714	"chr7"	98051054	98119493	68440	"-"	"refGene"	"transcript"	NA	NA	"Myo7a"	"NM_001256081"	NA	NA
"125"	"Luc7l2"	32883.3425131384	-0.0762726337698234	0.206072219918548	-0.370125744265631	0.711288800948982	0.933355707702755	"chr6"	38551334	38609470	58137	"+"	"refGene"	"transcript"	NA	NA	"Luc7l2"	"NM_001170848"	NA	NA
"126"	"Dnah8"	2.32137294575824	-3.00015248814807	2.4798077071439	-1.20983271384517	0.22634309047985	0.574441208949254	"chr17"	30626936	30875264	248329	"+"	"refGene"	"transcript"	NA	NA	"Dnah8"	"NM_013811"	NA	NA
"127"	"Evc"	78.7605963692451	-0.242395332398049	0.45413684091567	-0.53374954542184	0.593514825558573	0.888657147154785	"chr5"	37299171	37336881	37711	"-"	"refGene"	"transcript"	NA	NA	"Evc"	"NM_021292"	NA	NA
"128"	"Shroom2"	667.266950816452	-7.84073421921792	0.472269111603943	-16.6022592343353	6.71164536509109e-62	2.19455549699013e-59	"chrX"	152609509	152657894	48386	"-"	"refGene"	"transcript"	NA	NA	"Shroom2"	"NM_001359161"	NA	NA
"129"	"Kmt2e"	3153.77413384602	0.122176378879967	0.223315977509373	0.547100929555474	0.584309393689401	0.884890447053623	"chr5"	23434464	23504233	69770	"+"	"refGene"	"transcript"	NA	NA	"Kmt2e"	"NM_026984"	NA	NA
"130"	"Setd5"	6074.25513159423	0.0458261855831662	0.18353505991523	0.249686275768413	0.802829972460316	0.963325390819158	"chr6"	113077639	113153424	75786	"+"	"refGene"	"transcript"	NA	NA	"Setd5"	"NM_028385"	NA	NA
"131"	"Pcyox1"	2034.76639942588	0.0810979536888924	0.194853522245514	0.416199577786999	0.677263968671334	0.921705379159565	"chr6"	86386006	86397150	11145	"-"	"refGene"	"transcript"	NA	NA	"Pcyox1"	"NM_025823"	NA	NA
"132"	"Smim4"	147.458243117323	0.893206890990157	0.326871834280042	2.73259056705668	0.00628383926372207	0.041932094381804	"chr14"	31088129	31128930	40802	"-"	"refGene"	"transcript"	NA	NA	"Smim4"	"NM_001308464"	NA	NA
"133"	"Smc6"	39723.0788723014	0.312646921678561	0.19310064554393	1.61908791551624	0.105428348530248	0.363566071501602	"chr12"	11265886	11319786	53901	"+"	"refGene"	"transcript"	NA	NA	"Smc6"	"NM_001324476"	NA	NA
"134"	"Nsmf"	31.6201920473702	-0.375393695553598	0.659727792629909	-0.569013007709052	0.569347312489606	0.875970461425298	"chr2"	25054379	25062881	8503	"+"	"refGene"	"transcript"	NA	NA	"Nsmf"	"NM_020276"	NA	NA
"135"	"Hmbs"	755.548679050747	0.252980969625129	0.242784928043354	1.0419961884123	0.297413446108632	0.662879511876822	"chr9"	44336348	44344228	7881	"-"	"refGene"	"transcript"	NA	NA	"Hmbs"	"NM_013551"	NA	NA
"136"	"Slc35b1"	3430.31267037828	0.332443925402451	0.185774291455861	1.78950447232058	0.0735336078719601	0.284034504110426	"chr11"	95384856	95391776	6921	"+"	"refGene"	"transcript"	NA	NA	"Slc35b1"	"NM_016752"	NA	NA
"137"	"Synj2"	513.030444887953	1.3454259059243	0.228679225995887	5.88346361618567	4.01768448207347e-09	8.90638315001403e-08	"chr17"	5941280	6039390	98111	"+"	"refGene"	"transcript"	NA	NA	"Synj2"	"NM_001113352"	NA	NA
"138"	"Suds3"	266.239750454802	0.0529631913375845	0.316904798130266	0.167126505026325	0.867270511308793	0.974874665692602	"chr5"	117091678	117115993	24316	"-"	"refGene"	"transcript"	NA	NA	"Suds3"	"NM_001122666"	NA	NA
"139"	"Ptk2b"	8.25133441071767	1.59922639475145	1.20355520108833	1.32875201179417	0.18392979907484	0.510061299014983	"chr14"	66153257	66281052	127796	"-"	"refGene"	"transcript"	NA	NA	"Ptk2b"	"NM_001162366"	NA	NA
"140"	"Gfm2"	512.892236530925	0.164999122652074	0.230272704791944	0.716537910132051	0.473659267706978	0.816372557922111	"chr13"	97137937	97176443	38507	"+"	"refGene"	"transcript"	NA	NA	"Gfm2"	"NM_001271465"	NA	NA
"141"	"Rlim"	58509.8356038609	0.382911684990653	0.194518174211169	1.96851366996157	0.0490089648173455	0.212471164482852	"chrX"	103957163	103981285	24123	"-"	"refGene"	"transcript"	NA	NA	"Rlim"	"NM_011276"	NA	NA
"142"	"Ddt"	8.20659972444078	0.597838437024906	1.22540836818388	0.487868740370148	0.625642817494062	0.903545795551804	"chr10"	75771233	75773374	2142	"-"	"refGene"	"transcript"	NA	NA	"Ddt"	"NM_010027"	NA	NA
"143"	"Epha3"	170.100140286249	-0.211357530913469	0.349004668618853	-0.605600869896362	0.544779824554911	0.863079146023535	"chr16"	63543532	63864175	320644	"-"	"refGene"	"transcript"	NA	NA	"Epha3"	"NM_010140"	NA	NA
"144"	"Gatad2a"	1427.71537314748	-0.155866927200385	0.199495508083237	-0.781305447415645	0.434622866986698	0.78922851333413	"chr8"	69907069	69974383	67315	"-"	"refGene"	"transcript"	NA	NA	"Gatad2a"	"NM_001113346"	NA	NA
"145"	"Shc1"	1766.95928572835	0.500551675090898	0.197936720959656	2.52884696009955	0.0114437914447431	0.0686007614647994	"chr3"	89421621	89430029	8409	"+"	"refGene"	"transcript"	NA	NA	"Shc1"	"NM_001113331"	NA	NA
"146"	"Anks1b"	299.802698512396	4.208910784145	0.315302817119619	13.3487890231828	1.20390105211678e-40	1.78562107595919e-38	"chr10"	89873509	90973300	1099792	"+"	"refGene"	"transcript"	NA	NA	"Anks1b"	"NM_001128086"	NA	NA
"147"	"Cdk6"	5119.22823658811	-1.24724979260784	0.18846292044151	-6.61801159446075	3.6406247836306e-11	1.03105647169475e-09	"chr5"	3343893	3531005	187113	"+"	"refGene"	"transcript"	NA	NA	"Cdk6"	"NM_009873"	NA	NA
"148"	"Cdk5r1"	151.280058461913	0.27396082219658	0.337784410545244	0.811052297393945	0.417335638450555	0.77595294475999	"chr11"	80477023	80481184	4162	"+"	"refGene"	"transcript"	NA	NA	"Cdk5r1"	"NM_009871"	NA	NA
"149"	"Kdm1a"	2366.81367299738	-0.108796058084294	0.187525750401852	-0.580165965746853	0.561802702541817	0.872226094371633	"chr4"	136550533	136602723	52191	"-"	"refGene"	"transcript"	NA	NA	"Kdm1a"	"NM_133872"	NA	NA
"150"	"Scaf4"	705.16690457224	-0.107461710798246	0.233359374994913	-0.46049879419067	0.645158236801443	0.909187143977115	"chr16"	90228951	90284503	55553	"-"	"refGene"	"transcript"	NA	NA	"Scaf4"	"NM_178923"	NA	NA
"151"	"Plcxd2"	890.538808778965	-1.92106771425621	0.218798642179316	-8.78007146260899	1.63370821989993e-18	8.33480856726958e-17	"chr16"	45959261	46010413	51153	"-"	"refGene"	"transcript"	NA	NA	"Plcxd2"	"NM_001134480"	NA	NA
"152"	"Morc2a"	2778.57050550743	0.0888203270398496	0.181306802439317	0.489889655792577	0.624211983236761	0.90238522938377	"chr11"	3649437	3690477	41041	"+"	"refGene"	"transcript"	NA	NA	"Morc2a"	"NM_001159288"	NA	NA
"153"	"Map1a"	109.100440709545	0.18504522152682	0.364166310104861	0.508133828946276	0.611359492522932	0.896537933324379	"chr2"	121295454	121310832	15379	"+"	"refGene"	"transcript"	NA	NA	"Map1a"	"NM_001173506"	NA	NA
"154"	"Runx2"	2770.3419249663	0.489891088228724	0.226324399318787	2.16455269384673	0.0304219570984377	0.149124598560553	"chr17"	44603989	44814627	210639	"-"	"refGene"	"transcript"	NA	NA	"Runx2"	"NM_001271627"	NA	NA
"155"	"Gja3"	34.033240107946	-2.98784483749005	0.713898548320111	-4.18525131409891	2.84850772972185e-05	0.000357604543695535	"chr14"	57034460	57057723	23264	"-"	"refGene"	"transcript"	NA	NA	"Gja3"	"NM_001271623"	NA	NA
"156"	"Ackr3"	7.56684942119854	0.753468826237552	1.20762911413647	0.623924032153141	0.532677476762185	0.854934276905126	"chr1"	90203980	90215722	11743	"+"	"refGene"	"transcript"	NA	NA	"Ackr3"	"NM_001271607"	NA	NA
"157"	"Socs1"	60.9472721011654	0.954029270267492	0.498365497022441	1.91431645241792	0.0555797334883449	0.23299114967856	"chr16"	10783809	10785536	1728	"-"	"refGene"	"transcript"	NA	NA	"Socs1"	"NM_001271603"	NA	NA
"158"	"Sort1"	145.930389840843	-3.10883320750564	0.363342211515315	-8.55621259787097	1.16636115160346e-17	5.66906685409426e-16	"chr3"	108284064	108361519	77456	"+"	"refGene"	"transcript"	NA	NA	"Sort1"	"NM_001271599"	NA	NA
"159"	"Rangrf"	81.4072519233022	-0.0127771112625238	0.470942827272689	-0.0271309180702852	0.978355314778091	0.995791766863057	"chr11"	68972484	68973855	1372	"-"	"refGene"	"transcript"	NA	NA	"Rangrf"	"NM_001285443"	NA	NA
"160"	"Phyhd1"	40.064544240389	-0.107941492147205	0.557276082404691	-0.19369482300663	0.8464148457205	0.9710835806776	"chr2"	30266721	30282149	15429	"+"	"refGene"	"transcript"	NA	NA	"Phyhd1"	"NM_001281829"	NA	NA
"161"	"Specc1"	5235.2615889019	0.791245879244099	0.182351528461398	4.33912392136377	1.43051844640973e-05	0.000190387316267316	"chr11"	61956763	62223013	266251	"+"	"refGene"	"transcript"	NA	NA	"Specc1"	"NM_001281818"	NA	NA
"162"	"Gtf2a2"	11178.8684509397	-0.107991468994557	0.185018850804829	-0.583678195625991	0.55943683972601	0.871219351523171	"chr9"	70012548	70022866	10319	"+"	"refGene"	"transcript"	NA	NA	"Gtf2a2"	"NM_001282084"	NA	NA
"163"	"Deaf1"	15.1941312776571	-0.66850395230856	0.877175848722177	-0.762109391500462	0.445994718124612	0.798453412293381	"chr7"	141297176	141327725	30550	"-"	"refGene"	"transcript"	NA	NA	"Deaf1"	"NM_001282076"	NA	NA
"164"	"Set"	78066.080482388	-0.0608051935946879	0.186930869646605	-0.32528171355347	0.744967869465354	0.943804500043703	"chr2"	30061996	30072577	10582	"+"	"refGene"	"transcript"	NA	NA	"Set"	"NM_023871"	NA	NA
"165"	"Glra3"	8.84908810603931	6.54212698727452	1.83407147314333	3.56699675180176	0.000361095954617056	0.0035364788965797	"chr8"	55940418	56130070	189653	"+"	"refGene"	"transcript"	NA	NA	"Glra3"	"NM_001368774"	NA	NA
"166"	"Dnhd1"	21.894570785914	-0.273341224384371	0.740453643668473	-0.36915372990825	0.712013142054078	0.93368224372981	"chr7"	105650776	105721800	71025	"+"	"refGene"	"transcript"	NA	NA	"Dnhd1"	"NM_001370803"	NA	NA
"167"	"Notch3"	7.02877327385555	-2.07038580316982	1.3592090915825	-1.52322833623729	0.12770158912683	0.410216448687279	"chr17"	32120820	32166890	46071	"-"	"refGene"	"transcript"	NA	NA	"Notch3"	"NM_008716"	NA	NA
"168"	"Chml"	9089.36286755612	0.45820091852449	0.203030190152216	2.25681174893727	0.0240198402866975	0.124217628398532	"chr1"	175682238	175688353	6116	"-"	"refGene"	"transcript"	NA	NA	"Chml"	"NM_021350"	NA	NA
"169"	"Tceal8"	31022.92094306	0.210719910727954	0.206589965776361	1.01999102393997	0.307732717786231	0.676654533209614	"chrX"	136168984	136172251	3268	"-"	"refGene"	"transcript"	NA	NA	"Tceal8"	"NM_025703"	NA	NA
"170"	"Ranbp3"	62.9016820549792	0.0821485911072367	0.511046674523953	0.160745769813999	0.872293639050105	0.975945919979303	"chr17"	56673225	56711769	38545	"+"	"refGene"	"transcript"	NA	NA	"Ranbp3"	"NR_045519"	NA	NA
"171"	"Parp6"	269.18559857662	-0.351593160017775	0.266788690249376	-1.31787130739736	0.187546732186968	0.516210988324834	"chr9"	59617284	59650290	33007	"+"	"refGene"	"transcript"	NA	NA	"Parp6"	"NR_038074"	NA	NA
"172"	"Gng10"	17497.5935601808	-0.292800379929709	0.190343729627947	-1.53827173872251	0.123982186779911	0.403924755707106	"chr4"	59035156	59041899	6744	"+"	"refGene"	"transcript"	NA	NA	"Gng10"	"NM_025277"	NA	NA
"173"	"Mrps18b"	433.328973305779	0.406639585395778	0.276574453097046	1.4702716785382	0.141488188313093	0.436822009712546	"chr17"	35910380	35916440	6061	"-"	"refGene"	"transcript"	NA	NA	"Mrps18b"	"NM_025878"	NA	NA
"174"	"D16Ertd472e"	3138.77810743962	0.232938938374242	0.197935607763717	1.17684200940899	0.239258571672965	0.593385452601279	"chr16"	78540336	78576688	36353	"-"	"refGene"	"transcript"	NA	NA	"D16Ertd472e"	"NM_025967"	NA	NA
"175"	"2310039H08Rik"	108.291809847599	-0.570422407495224	0.390128808534342	-1.46213864502399	0.143703220662093	0.441198940602974	"chr17"	46772635	46773407	773	"+"	"refGene"	"transcript"	NA	NA	"2310039H08Rik"	"NM_025966"	NA	NA
"176"	"Rps10"	267.815785265272	-0.166589458608404	0.355896632002649	-0.468083830046371	0.63972464224624	0.907485548017813	"chr17"	27630415	27635244	4830	"-"	"refGene"	"transcript"	NA	NA	"Rps10"	"NM_025963"	NA	NA
"177"	"Arih1"	19541.7422242731	-0.12765307425103	0.184237662353929	-0.692871764763291	0.488390030398216	0.827889252121012	"chr9"	59388554	59486374	97821	"-"	"refGene"	"transcript"	NA	NA	"Arih1"	"NM_019927"	NA	NA
"178"	"Dancr"	1183.61073436326	-0.0430099639594667	0.197718063442124	-0.217531788500733	0.827793936416639	0.967034477361021	"chr5"	74093060	74094337	1278	"+"	"refGene"	"transcript"	NA	NA	"Dancr"	"NR_015531"	NA	NA
"179"	"9530026P05Rik"	5.36659082861444	-1.03329927664057	1.49838346655971	-0.689609368830684	0.49043987406324	0.828985410273695	"chr6"	92940582	93111749	171168	"+"	"refGene"	"transcript"	NA	NA	"9530026P05Rik"	"NR_015530"	NA	NA
"180"	"Sirt6"	10.4167562428943	0.452678069836849	1.05090917819595	0.43074899261413	0.666650891368807	0.918104162212847	"chr10"	81621786	81627322	5537	"-"	"refGene"	"transcript"	NA	NA	"Sirt6"	"NM_001163430"	NA	NA
"181"	"Rgs12"	279.808551529617	-0.220323597404701	0.277801729176065	-0.793096565878696	0.427721563483787	0.784695236910282	"chr5"	34999078	35033593	34516	"+"	"refGene"	"transcript"	NA	NA	"Rgs12"	"NM_001163512"	NA	NA
"182"	"Hfe"	7.74708758560138	0.567313299042841	1.23138237063569	0.460712539477051	0.645004857352244	0.909105454200661	"chr13"	23702034	23710854	8821	"-"	"refGene"	"transcript"	NA	NA	"Hfe"	"NM_001347493"	NA	NA
"183"	"Tdrd7"	864.111793972099	0.42777730012584	0.208344297152156	2.05322298701283	0.0400509559943604	0.183858680245968	"chr4"	45965335	46034765	69431	"+"	"refGene"	"transcript"	NA	NA	"Tdrd7"	"NM_001290475"	NA	NA
"184"	"Ak2"	3278.30048731986	0.435996190703864	0.190974136931044	2.2830117088645	0.0224296786636628	0.117729218144515	"chr4"	128993224	129008723	15500	"+"	"refGene"	"transcript"	NA	NA	"Ak2"	"NM_001033966"	NA	NA
"185"	"Znhit1"	14.6118966613117	0.173906047083551	0.903568322411613	0.192465852077902	0.847377313926868	0.9710835806776	"chr5"	136982194	136986904	4711	"-"	"refGene"	"transcript"	NA	NA	"Znhit1"	"NM_001310747"	NA	NA
"186"	"Prx"	9.54773690393058	-1.31541135048744	1.13839645130904	-1.15549494991384	0.247887799464994	0.603445308105392	"chr7"	27499324	27520041	20718	"+"	"refGene"	"transcript"	NA	NA	"Prx"	"NM_019412"	NA	NA
"187"	"Zxdb"	4840.24553591305	-0.145584175572117	0.226872607527767	-0.641700102795789	0.521067922479628	0.847351347802608	"chrX"	94724569	94730191	5623	"+"	"refGene"	"transcript"	NA	NA	"Zxdb"	"NM_001081473"	NA	NA
"188"	"Fiz1"	154.256252845087	-0.34343484189343	0.352911441105433	-0.973147373226781	0.330480062168023	0.697819371436762	"chr7"	5007056	5013242	6187	"-"	"refGene"	"transcript"	NA	NA	"Fiz1"	"NM_001110330"	NA	NA
"189"	"Serpinh1"	12728.3108278627	-0.758632565829532	0.211167738819782	-3.59255902473329	0.000327446452711062	0.00323778152244264	"chr7"	99345375	99353239	7865	"-"	"refGene"	"transcript"	NA	NA	"Serpinh1"	"NM_001111043"	NA	NA
"190"	"Vill"	1.98121421735239	-4.47925779740227	3.04901795503773	-1.46908213183902	0.141810513586458	0.437629313378029	"chr9"	119052778	119071525	18748	"+"	"refGene"	"transcript"	NA	NA	"Vill"	"NM_001164567"	NA	NA
"191"	"Wnk1"	12664.3828150103	-0.407449108453201	0.198299963426426	-2.05471096117662	0.0399069306003736	0.183314498897693	"chr6"	119923969	120038655	114687	"-"	"refGene"	"transcript"	NA	NA	"Wnk1"	"NM_001185021"	NA	NA
"192"	"Tex14"	39.8555506094354	-1.38452782859054	0.563712502525733	-2.4560885600144	0.0140458538613176	0.0812106618853205	"chr11"	87427591	87555823	128233	"+"	"refGene"	"transcript"	NA	NA	"Tex14"	"NM_001199293"	NA	NA
"193"	"Zbtb37"	1816.93712230491	0.146358972828985	0.228188564814778	0.641394861078097	0.521266170929026	0.847351347802608	"chr1"	161008792	161034849	26058	"-"	"refGene"	"transcript"	NA	NA	"Zbtb37"	"NR_151479"	NA	NA
"194"	"Eya1"	1185.64419837169	-0.24129303064791	0.216254455200745	-1.1157829346171	0.264515060318065	0.621490110183959	"chr1"	14168958	14310199	141242	"-"	"refGene"	"transcript"	NA	NA	"Eya1"	"NM_001252192"	NA	NA
"195"	"Adgrg2"	16.2079210318999	1.41300350185108	0.894291453684977	1.58002572430802	0.114100975481724	0.383903352258083	"chrX"	160390690	160498076	107387	"+"	"refGene"	"transcript"	NA	NA	"Adgrg2"	"NM_001290445"	NA	NA
"196"	"Nkain3"	93.9873337219328	-2.21553397590765	0.433207213747522	-5.11425919421298	3.14974615732485e-07	5.45311648200152e-06	"chr4"	20118874	20778668	659795	"-"	"refGene"	"transcript"	NA	NA	"Nkain3"	"NM_001290410"	NA	NA
"197"	"Cd2bp2"	307.521018187214	-0.225279693020785	0.326690278072141	-0.68958187048051	0.490457171591172	0.828985410273695	"chr7"	127191660	127196077	4418	"-"	"refGene"	"transcript"	NA	NA	"Cd2bp2"	"NM_001285905"	NA	NA
"198"	"Sapcd2"	16.6189560361707	-1.02901365079214	0.871633819550757	-1.1805572795724	0.237778643073281	0.59124115760375	"chr2"	25372035	25378213	6179	"+"	"refGene"	"transcript"	NA	NA	"Sapcd2"	"NM_001290407"	NA	NA
"199"	"Tecr"	31.4124281029317	0.0717493053312031	0.7065240845133	0.101552525814642	0.919111863460705	0.98567451156596	"chr8"	83571698	83594491	22794	"-"	"refGene"	"transcript"	NA	NA	"Tecr"	"NM_027179"	NA	NA
"200"	"Tfg"	9359.06679060972	0.167520562318845	0.206262214752251	0.812172808868847	0.416692479628508	0.775644288318715	"chr16"	56690329	56717450	27122	"-"	"refGene"	"transcript"	NA	NA	"Tfg"	"NM_001252443"	NA	NA
"201"	"Trpm3"	112.022662768995	-0.528851514297033	0.377569223919153	-1.40067431558	0.161311486641007	0.474258129197445	"chr19"	22448208	22995410	547203	"+"	"refGene"	"transcript"	NA	NA	"Trpm3"	"NM_001362507"	NA	NA
"202"	"Mtarc2"	341.044696030762	0.05589577425707	0.264970854418104	0.21095065108131	0.832925779478163	0.968132231045954	"chr1"	184813066	184845908	32843	"-"	"refGene"	"transcript"	NA	NA	"Mtarc2"	"NM_133684"	NA	NA
"203"	"Itih5"	6.58802201145215	0.176568930255856	1.28948902435745	0.136929378164998	0.891086617128334	0.980607806002016	"chr2"	10153543	10256529	102987	"+"	"refGene"	"transcript"	NA	NA	"Itih5"	"NM_172471"	NA	NA
"204"	"Mical1"	15.7326869780291	0.0618538714281205	0.865369831663702	0.0714768058290227	0.9430182836019	0.988465927528147	"chr10"	41476314	41487030	10717	"+"	"refGene"	"transcript"	NA	NA	"Mical1"	"NM_138315"	NA	NA
"205"	"Zc3hav1l"	790.453046341557	0.0167349572581835	0.217673081507443	0.0768811519655507	0.938718091714854	0.988210342637679	"chr6"	38287394	38299259	11866	"-"	"refGene"	"transcript"	NA	NA	"Zc3hav1l"	"NM_172467"	NA	NA
"206"	"Sec22a"	1026.43542621839	-0.346063368710368	0.20015328730706	-1.72899168115817	0.083810583950344	0.311974869674929	"chr16"	35311131	35363918	52788	"-"	"refGene"	"transcript"	NA	NA	"Sec22a"	"NM_133704"	NA	NA
"207"	"Ahsa2"	4625.03899101545	0.315589952618046	0.187171295565722	1.68610230358336	0.0917760963949006	0.333224962541027	"chr11"	23487882	23498039	10158	"-"	"refGene"	"transcript"	NA	NA	"Ahsa2"	"NM_172391"	NA	NA
"208"	"Tlcd2"	13.3704973960473	-1.84910141975727	1.00294272904619	-1.84367598089652	0.0652303754970164	0.261922805547188	"chr11"	75468050	75470899	2850	"+"	"refGene"	"transcript"	NA	NA	"Tlcd2"	"NM_001291156"	NA	NA
"209"	"Bend5"	4.87492692183201	-5.77455390283168	2.07483949379399	-2.78313282550473	0.00538367608122687	0.0367782278160546	"chr4"	111415006	111460298	45293	"+"	"refGene"	"transcript"	NA	NA	"Bend5"	"NR_033793"	NA	NA
